"gracz","rodzaj","color","day","hour","n","mean"
"Mlodziak77","bullet","white",3,20,0,0
"Mlodziak77","bullet","white",3,21,0,0
"Mlodziak77","bullet","white",3,22,0,0
"Mlodziak77","bullet","white",3,23,0,0
"Mlodziak77","bullet","white",4,0,0,0
"Mlodziak77","bullet","white",4,1,0,0
"Mlodziak77","bullet","white",4,2,0,0
"Mlodziak77","bullet","white",4,3,0,0
"Mlodziak77","bullet","white",4,4,0,0
"Mlodziak77","bullet","white",4,5,0,0
"Mlodziak77","bullet","white",4,6,0,0
"Mlodziak77","bullet","white",4,7,0,0
"Mlodziak77","bullet","white",4,8,0,0
"Mlodziak77","bullet","white",4,9,0,0
"Mlodziak77","bullet","white",4,10,0,0
"Mlodziak77","bullet","white",4,11,0,0
"Mlodziak77","bullet","white",4,12,0,0
"Mlodziak77","bullet","white",4,13,0,0
"Mlodziak77","bullet","white",4,14,0,0
"Mlodziak77","bullet","white",4,15,0,0
"Mlodziak77","bullet","white",4,16,0,0
"Mlodziak77","bullet","white",4,17,0,0
"Mlodziak77","bullet","white",4,18,0,0
"Mlodziak77","bullet","white",4,19,0,0
"Mlodziak77","bullet","white",4,20,0,0
"Mlodziak77","bullet","white",4,21,0,0
"Mlodziak77","bullet","white",4,22,0,0
"Mlodziak77","bullet","white",4,23,0,0
"Mlodziak77","bullet","white",5,0,0,0
"Mlodziak77","bullet","white",5,1,0,0
"Mlodziak77","bullet","white",5,2,0,0
"Mlodziak77","bullet","white",5,3,0,0
"Mlodziak77","bullet","white",5,4,0,0
"Mlodziak77","bullet","white",5,5,0,0
"Mlodziak77","bullet","white",5,6,0,0
"Mlodziak77","bullet","white",5,7,0,0
"Mlodziak77","bullet","white",5,8,0,0
"Mlodziak77","bullet","white",5,9,0,0
"Mlodziak77","bullet","white",5,10,0,0
"Mlodziak77","bullet","white",5,11,0,0
"Mlodziak77","bullet","white",5,12,0,0
"Mlodziak77","bullet","white",5,13,0,0
"Mlodziak77","bullet","white",5,14,0,0
"Mlodziak77","bullet","white",5,15,0,0
"Mlodziak77","bullet","white",5,16,0,0
"Mlodziak77","bullet","white",5,17,0,0
"Mlodziak77","bullet","white",5,18,0,0
"Mlodziak77","bullet","white",5,19,0,0
"Mlodziak77","bullet","white",5,20,0,0
"Mlodziak77","bullet","white",5,21,0,0
"Mlodziak77","bullet","white",5,22,0,0
"Mlodziak77","bullet","white",5,23,0,0
"Mlodziak77","bullet","white",6,0,0,0
"Mlodziak77","bullet","white",6,1,0,0
"Mlodziak77","bullet","white",6,2,0,0
"Mlodziak77","bullet","white",6,3,0,0
"Mlodziak77","bullet","white",6,4,0,0
"Mlodziak77","bullet","white",6,5,0,0
"Mlodziak77","bullet","white",6,6,0,0
"Mlodziak77","bullet","white",6,7,0,0
"Mlodziak77","bullet","white",6,8,0,0
"Mlodziak77","bullet","white",6,9,0,0
"Mlodziak77","bullet","white",6,10,0,0
"Mlodziak77","bullet","white",6,11,0,0
"Mlodziak77","bullet","white",6,12,0,0
"Mlodziak77","bullet","white",6,13,0,0
"Mlodziak77","bullet","white",6,14,0,0
"Mlodziak77","bullet","white",6,15,0,0
"Mlodziak77","bullet","white",6,16,0,0
"Mlodziak77","bullet","white",6,17,0,0
"Mlodziak77","bullet","white",6,18,0,0
"Mlodziak77","bullet","white",6,19,0,0
"Mlodziak77","bullet","white",6,20,0,0
"Mlodziak77","bullet","white",6,21,0,0
"Mlodziak77","bullet","white",6,22,0,0
"Mlodziak77","bullet","white",6,23,0,0
"Mlodziak77","bullet","white",7,0,0,0
"Mlodziak77","bullet","white",7,1,0,0
"Mlodziak77","bullet","white",7,2,0,0
"Mlodziak77","bullet","white",7,3,0,0
"Mlodziak77","bullet","white",7,4,0,0
"Mlodziak77","bullet","white",7,5,0,0
"Mlodziak77","bullet","white",7,6,0,0
"Mlodziak77","bullet","white",7,7,0,0
"Mlodziak77","bullet","white",7,8,0,0
"Mlodziak77","bullet","white",7,9,0,0
"Mlodziak77","bullet","white",7,10,0,0
"Mlodziak77","bullet","white",7,11,0,0
"Mlodziak77","bullet","white",7,12,0,0
"Mlodziak77","bullet","white",7,13,0,0
"Mlodziak77","bullet","white",7,14,0,0
"Mlodziak77","bullet","white",7,15,0,0
"Mlodziak77","bullet","white",7,16,0,0
"Mlodziak77","bullet","white",7,17,0,0
"Mlodziak77","bullet","white",7,18,0,0
"Mlodziak77","bullet","white",7,19,0,0
"Mlodziak77","bullet","white",7,20,0,0
"Mlodziak77","bullet","white",7,21,0,0
"Mlodziak77","bullet","white",7,22,0,0
"Mlodziak77","bullet","white",7,23,0,0
"Mlodziak77","bullet","black",1,0,0,0
"Mlodziak77","bullet","black",1,1,0,0
"Mlodziak77","bullet","black",1,2,0,0
"Mlodziak77","bullet","black",1,3,0,0
"Mlodziak77","bullet","black",1,4,0,0
"Mlodziak77","bullet","black",1,5,0,0
"Mlodziak77","bullet","black",1,6,0,0
"Mlodziak77","bullet","black",1,7,0,0
"Mlodziak77","bullet","black",1,8,0,0
"Mlodziak77","bullet","black",1,9,0,0
"Mlodziak77","bullet","black",1,10,0,0
"Mlodziak77","bullet","black",1,11,0,0
"Mlodziak77","bullet","black",1,12,0,0
"Mlodziak77","bullet","black",1,13,0,0
"Mlodziak77","bullet","black",1,14,0,0
"Mlodziak77","bullet","black",1,15,0,0
"Mlodziak77","bullet","black",1,16,0,0
"Mlodziak77","bullet","black",1,17,0,0
"Mlodziak77","bullet","black",1,18,0,0
"Mlodziak77","bullet","black",1,19,0,0
"Mlodziak77","bullet","black",1,20,0,0
"Mlodziak77","bullet","black",1,21,0,0
"Mlodziak77","bullet","black",1,22,0,0
"Mlodziak77","bullet","black",1,23,0,0
"Mlodziak77","bullet","black",2,0,0,0
"Mlodziak77","bullet","black",2,1,0,0
"Mlodziak77","bullet","black",2,2,0,0
"Mlodziak77","bullet","black",2,3,0,0
"Mlodziak77","bullet","black",2,4,0,0
"Mlodziak77","bullet","black",2,5,0,0
"Mlodziak77","bullet","black",2,6,0,0
"Mlodziak77","bullet","black",2,7,0,0
"Mlodziak77","bullet","black",2,8,0,0
"Mlodziak77","bullet","black",2,9,0,0
"Mlodziak77","bullet","black",2,10,0,0
"Mlodziak77","bullet","black",2,11,0,0
"Mlodziak77","bullet","black",2,12,0,0
"Mlodziak77","bullet","black",2,13,0,0
"Mlodziak77","bullet","black",2,14,0,0
"Mlodziak77","bullet","black",2,15,0,0
"Mlodziak77","bullet","black",2,16,0,0
"Mlodziak77","bullet","black",2,17,0,0
"Mlodziak77","bullet","black",2,18,0,0
"Mlodziak77","bullet","black",2,19,0,0
"Mlodziak77","bullet","black",2,20,0,0
"Mlodziak77","bullet","black",2,21,0,0
"Mlodziak77","bullet","black",2,22,0,0
"Mlodziak77","bullet","black",2,23,0,0
"Mlodziak77","bullet","black",3,0,0,0
"Mlodziak77","bullet","black",3,1,0,0
"Mlodziak77","bullet","black",3,2,0,0
"Mlodziak77","bullet","black",3,3,0,0
"Mlodziak77","bullet","black",3,4,0,0
"Mlodziak77","bullet","black",3,5,0,0
"Mlodziak77","bullet","black",3,6,0,0
"Mlodziak77","bullet","black",3,7,0,0
"Mlodziak77","bullet","black",3,8,0,0
"Mlodziak77","bullet","black",3,9,0,0
"Mlodziak77","bullet","black",3,10,0,0
"Mlodziak77","bullet","black",3,11,0,0
"Mlodziak77","bullet","black",3,12,0,0
"Mlodziak77","bullet","black",3,13,0,0
"Mlodziak77","bullet","black",3,14,0,0
"Mlodziak77","bullet","black",3,15,0,0
"Mlodziak77","bullet","black",3,16,0,0
"Mlodziak77","bullet","black",3,17,0,0
"Mlodziak77","bullet","black",3,18,0,0
"Mlodziak77","bullet","black",3,19,0,0
"Mlodziak77","bullet","black",3,20,0,0
"Mlodziak77","bullet","black",3,21,0,0
"Mlodziak77","bullet","black",3,22,0,0
"Mlodziak77","bullet","black",3,23,0,0
"Mlodziak77","bullet","black",4,0,0,0
"Mlodziak77","bullet","black",4,1,0,0
"Mlodziak77","bullet","black",4,2,0,0
"Mlodziak77","bullet","black",4,3,0,0
"Mlodziak77","bullet","black",4,4,0,0
"Mlodziak77","bullet","black",4,5,0,0
"Mlodziak77","bullet","black",4,6,0,0
"Mlodziak77","bullet","black",4,7,0,0
"Mlodziak77","bullet","black",4,8,0,0
"Mlodziak77","bullet","black",4,9,0,0
"Mlodziak77","bullet","black",4,10,0,0
"Mlodziak77","bullet","black",4,11,0,0
"Mlodziak77","bullet","black",4,12,0,0
"Mlodziak77","bullet","black",4,13,0,0
"Mlodziak77","bullet","black",4,14,0,0
"Mlodziak77","bullet","black",4,15,0,0
"Mlodziak77","bullet","black",4,16,0,0
"Mlodziak77","bullet","black",4,17,0,0
"Mlodziak77","bullet","black",4,18,0,0
"Mlodziak77","bullet","black",4,19,0,0
"Mlodziak77","bullet","black",4,20,0,0
"Mlodziak77","bullet","black",4,21,0,0
"Mlodziak77","bullet","black",4,22,0,0
"Mlodziak77","bullet","black",4,23,0,0
"Mlodziak77","bullet","black",5,0,0,0
"Mlodziak77","bullet","black",5,1,0,0
"Mlodziak77","bullet","black",5,2,0,0
"Mlodziak77","bullet","black",5,3,0,0
"Mlodziak77","bullet","black",5,4,0,0
"Mlodziak77","bullet","black",5,5,0,0
"Mlodziak77","bullet","black",5,6,0,0
"Mlodziak77","bullet","black",5,7,0,0
"Mlodziak77","bullet","black",5,8,0,0
"Mlodziak77","bullet","black",5,9,0,0
"Mlodziak77","bullet","black",5,10,0,0
"Mlodziak77","bullet","black",5,11,0,0
"Mlodziak77","bullet","black",5,12,0,0
"Mlodziak77","bullet","black",5,13,0,0
"Mlodziak77","bullet","black",5,14,0,0
"Mlodziak77","bullet","black",5,15,0,0
"Mlodziak77","bullet","black",5,16,0,0
"Mlodziak77","bullet","black",5,17,0,0
"Mlodziak77","bullet","black",5,18,0,0
"Mlodziak77","bullet","black",5,19,0,0
"Mlodziak77","bullet","black",5,20,0,0
"Mlodziak77","bullet","black",5,21,0,0
"Mlodziak77","bullet","black",5,22,0,0
"Mlodziak77","bullet","black",5,23,0,0
"Mlodziak77","bullet","black",6,0,0,0
"Mlodziak77","bullet","black",6,1,0,0
"Mlodziak77","bullet","black",6,2,0,0
"Mlodziak77","bullet","black",6,3,0,0
"Mlodziak77","bullet","black",6,4,0,0
"Mlodziak77","bullet","black",6,5,0,0
"Mlodziak77","bullet","black",6,6,0,0
"Mlodziak77","bullet","black",6,7,0,0
"Mlodziak77","bullet","black",6,8,0,0
"Mlodziak77","bullet","black",6,9,0,0
"Mlodziak77","bullet","black",6,10,0,0
"Mlodziak77","bullet","black",6,11,0,0
"Mlodziak77","bullet","black",6,12,0,0
"Mlodziak77","bullet","black",6,13,0,0
"Mlodziak77","bullet","black",6,14,0,0
"Mlodziak77","bullet","black",6,15,0,0
"Mlodziak77","bullet","black",6,16,0,0
"Mlodziak77","bullet","black",6,17,0,0
"Mlodziak77","bullet","black",6,18,0,0
"Mlodziak77","bullet","black",6,19,0,0
"Mlodziak77","bullet","black",6,20,0,0
"Mlodziak77","bullet","black",6,21,0,0
"Mlodziak77","bullet","black",6,22,0,0
"Mlodziak77","bullet","black",6,23,0,0
"Mlodziak77","bullet","black",7,0,0,0
"Mlodziak77","bullet","black",7,1,0,0
"Mlodziak77","bullet","black",7,2,0,0
"Mlodziak77","bullet","black",7,3,0,0
"Mlodziak77","bullet","black",7,4,0,0
"Mlodziak77","bullet","black",7,5,0,0
"Mlodziak77","bullet","black",7,6,0,0
"Mlodziak77","bullet","black",7,7,0,0
"Mlodziak77","bullet","black",7,8,0,0
"Mlodziak77","bullet","black",7,9,0,0
"Mlodziak77","bullet","black",7,10,0,0
"Mlodziak77","bullet","black",7,11,0,0
"Mlodziak77","bullet","black",7,12,0,0
"Mlodziak77","bullet","black",7,13,0,0
"Mlodziak77","bullet","black",7,14,0,0
"Mlodziak77","bullet","black",7,15,0,0
"Mlodziak77","bullet","black",7,16,0,0
"Mlodziak77","bullet","black",7,17,0,0
"Mlodziak77","bullet","black",7,18,0,0
"Mlodziak77","bullet","black",7,19,0,0
"Mlodziak77","bullet","black",7,20,0,0
"Mlodziak77","bullet","black",7,21,0,0
"Mlodziak77","bullet","black",7,22,0,0
"Mlodziak77","bullet","black",7,23,0,0
"Mlodziak77","bullet","both",1,0,0,0
"Mlodziak77","bullet","both",1,1,0,0
"Mlodziak77","bullet","both",1,2,0,0
"Mlodziak77","bullet","both",1,3,0,0
"Mlodziak77","bullet","both",1,4,0,0
"Mlodziak77","bullet","both",1,5,0,0
"Mlodziak77","bullet","both",1,6,0,0
"Mlodziak77","bullet","both",1,7,0,0
"Mlodziak77","bullet","both",1,8,0,0
"Mlodziak77","bullet","both",1,9,0,0
"Mlodziak77","bullet","both",1,10,0,0
"Mlodziak77","bullet","both",1,11,0,0
"Mlodziak77","bullet","both",1,12,0,0
"Mlodziak77","bullet","both",1,13,0,0
"Mlodziak77","bullet","both",1,14,0,0
"Mlodziak77","bullet","both",1,15,0,0
"Mlodziak77","bullet","both",1,16,0,0
"Mlodziak77","bullet","both",1,17,0,0
"Mlodziak77","bullet","both",1,18,0,0
"Mlodziak77","bullet","both",1,19,0,0
"Mlodziak77","bullet","both",1,20,0,0
"Mlodziak77","bullet","both",1,21,0,0
"Mlodziak77","bullet","both",1,22,0,0
"Mlodziak77","bullet","both",1,23,0,0
"Mlodziak77","bullet","both",2,0,0,0
"Mlodziak77","bullet","both",2,1,0,0
"Mlodziak77","bullet","both",2,2,0,0
"Mlodziak77","bullet","both",2,3,0,0
"Mlodziak77","bullet","both",2,4,0,0
"Mlodziak77","bullet","both",2,5,0,0
"Mlodziak77","bullet","both",2,6,0,0
"Mlodziak77","bullet","both",2,7,0,0
"Mlodziak77","bullet","both",2,8,0,0
"Mlodziak77","bullet","both",2,9,0,0
"Mlodziak77","bullet","both",2,10,0,0
"Mlodziak77","bullet","both",2,11,0,0
"Mlodziak77","bullet","both",2,12,0,0
"Mlodziak77","bullet","both",2,13,0,0
"Mlodziak77","bullet","both",2,14,0,0
"Mlodziak77","bullet","both",2,15,0,0
"Mlodziak77","bullet","both",2,16,0,0
"Mlodziak77","bullet","both",2,17,0,0
"Mlodziak77","bullet","both",2,18,0,0
"Mlodziak77","bullet","both",2,19,0,0
"Mlodziak77","bullet","both",2,20,0,0
"Mlodziak77","bullet","both",2,21,0,0
"Mlodziak77","bullet","both",2,22,0,0
"Mlodziak77","bullet","both",2,23,0,0
"Mlodziak77","bullet","both",3,0,0,0
"Mlodziak77","bullet","both",3,1,0,0
"Mlodziak77","bullet","both",3,2,0,0
"Mlodziak77","bullet","both",3,3,0,0
"Mlodziak77","bullet","both",3,4,0,0
"Mlodziak77","bullet","both",3,5,0,0
"Mlodziak77","bullet","both",3,6,0,0
"Mlodziak77","bullet","both",3,7,0,0
"Mlodziak77","bullet","both",3,8,0,0
"Mlodziak77","bullet","both",3,9,0,0
"Mlodziak77","bullet","both",3,10,0,0
"Mlodziak77","bullet","both",3,11,0,0
"Mlodziak77","bullet","both",3,12,0,0
"Mlodziak77","bullet","both",3,13,0,0
"Mlodziak77","bullet","both",3,14,0,0
"Mlodziak77","bullet","both",3,15,0,0
"Mlodziak77","bullet","both",3,16,0,0
"Mlodziak77","bullet","both",3,17,0,0
"Mlodziak77","bullet","both",3,18,0,0
"Mlodziak77","bullet","both",3,19,0,0
"Mlodziak77","bullet","both",3,20,0,0
"Mlodziak77","bullet","both",3,21,0,0
"Mlodziak77","bullet","both",3,22,0,0
"Mlodziak77","bullet","both",3,23,0,0
"Mlodziak77","bullet","both",4,0,0,0
"Mlodziak77","bullet","both",4,1,0,0
"Mlodziak77","bullet","both",4,2,0,0
"Mlodziak77","bullet","both",4,3,0,0
"Mlodziak77","bullet","both",4,4,0,0
"Mlodziak77","bullet","both",4,5,0,0
"Mlodziak77","bullet","both",4,6,0,0
"Mlodziak77","bullet","both",4,7,0,0
"Mlodziak77","bullet","both",4,8,0,0
"Mlodziak77","bullet","both",4,9,0,0
"Mlodziak77","bullet","both",4,10,0,0
"Mlodziak77","bullet","both",4,11,0,0
"Mlodziak77","bullet","both",4,12,0,0
"Mlodziak77","bullet","both",4,13,0,0
"Mlodziak77","bullet","both",4,14,0,0
"Mlodziak77","bullet","both",4,15,0,0
"Mlodziak77","bullet","both",4,16,0,0
"Mlodziak77","bullet","both",4,17,0,0
"Mlodziak77","bullet","both",4,18,0,0
"Mlodziak77","bullet","both",4,19,0,0
"Mlodziak77","bullet","both",4,20,0,0
"Mlodziak77","bullet","both",4,21,0,0
"Mlodziak77","bullet","both",4,22,0,0
"Mlodziak77","bullet","both",4,23,0,0
"Mlodziak77","bullet","both",5,0,0,0
"Mlodziak77","bullet","both",5,1,0,0
"Mlodziak77","bullet","both",5,2,0,0
"Mlodziak77","bullet","both",5,3,0,0
"Mlodziak77","bullet","both",5,4,0,0
"Mlodziak77","bullet","both",5,5,0,0
"Mlodziak77","bullet","both",5,6,0,0
"Mlodziak77","bullet","both",5,7,0,0
"Mlodziak77","bullet","both",5,8,0,0
"Mlodziak77","bullet","both",5,9,0,0
"Mlodziak77","bullet","both",5,10,0,0
"Mlodziak77","bullet","both",5,11,0,0
"Mlodziak77","bullet","both",5,12,0,0
"Mlodziak77","bullet","both",5,13,0,0
"Mlodziak77","bullet","both",5,14,0,0
"Mlodziak77","bullet","both",5,15,0,0
"Mlodziak77","bullet","both",5,16,0,0
"Mlodziak77","bullet","both",5,17,0,0
"Mlodziak77","bullet","both",5,18,0,0
"Mlodziak77","bullet","both",5,19,0,0
"Mlodziak77","bullet","both",5,20,0,0
"Mlodziak77","bullet","both",5,21,0,0
"Mlodziak77","bullet","both",5,22,0,0
"Mlodziak77","bullet","both",5,23,0,0
"Mlodziak77","bullet","both",6,0,0,0
"Mlodziak77","bullet","both",6,1,0,0
"Mlodziak77","bullet","both",6,2,0,0
"Mlodziak77","bullet","both",6,3,0,0
"Mlodziak77","bullet","both",6,4,0,0
"Mlodziak77","bullet","both",6,5,0,0
"Mlodziak77","bullet","both",6,6,0,0
"Mlodziak77","bullet","both",6,7,0,0
"Mlodziak77","bullet","both",6,8,0,0
"Mlodziak77","bullet","both",6,9,0,0
"Mlodziak77","bullet","both",6,10,0,0
"Mlodziak77","bullet","both",6,11,0,0
"Mlodziak77","bullet","both",6,12,0,0
"Mlodziak77","bullet","both",6,13,0,0
"Mlodziak77","bullet","both",6,14,0,0
"Mlodziak77","bullet","both",6,15,0,0
"Mlodziak77","bullet","both",6,16,0,0
"Mlodziak77","bullet","both",6,17,0,0
"Mlodziak77","bullet","both",6,18,0,0
"Mlodziak77","bullet","both",6,19,0,0
"Mlodziak77","bullet","both",6,20,0,0
"Mlodziak77","bullet","both",6,21,0,0
"Mlodziak77","bullet","both",6,22,0,0
"Mlodziak77","bullet","both",6,23,0,0
"Mlodziak77","bullet","both",7,0,0,0
"Mlodziak77","bullet","both",7,1,0,0
"Mlodziak77","bullet","both",7,2,0,0
"Mlodziak77","bullet","both",7,3,0,0
"Mlodziak77","bullet","both",7,4,0,0
"Mlodziak77","bullet","both",7,5,0,0
"Mlodziak77","bullet","both",7,6,0,0
"Mlodziak77","bullet","both",7,7,0,0
"Mlodziak77","bullet","both",7,8,0,0
"Mlodziak77","bullet","both",7,9,0,0
"Mlodziak77","bullet","both",7,10,0,0
"Mlodziak77","bullet","both",7,11,0,0
"Mlodziak77","bullet","both",7,12,0,0
"Mlodziak77","bullet","both",7,13,0,0
"Mlodziak77","bullet","both",7,14,0,0
"Mlodziak77","bullet","both",7,15,0,0
"Mlodziak77","bullet","both",7,16,0,0
"Mlodziak77","bullet","both",7,17,0,0
"Mlodziak77","bullet","both",7,18,0,0
"Mlodziak77","bullet","both",7,19,0,0
"Mlodziak77","bullet","both",7,20,0,0
"Mlodziak77","bullet","both",7,21,0,0
"Mlodziak77","bullet","both",7,22,0,0
"Mlodziak77","bullet","both",7,23,0,0
"Mlodziak77","rapid","white",1,0,0,0
"Mlodziak77","rapid","white",1,1,0,0
"Mlodziak77","rapid","white",1,2,0,0
"Mlodziak77","rapid","white",1,3,0,0
"Mlodziak77","rapid","white",1,4,0,0
"Mlodziak77","rapid","white",1,5,0,0
"Mlodziak77","rapid","white",1,6,0,0
"Mlodziak77","rapid","white",1,7,0,0
"Mlodziak77","rapid","white",1,8,0,0
"Mlodziak77","rapid","white",1,9,0,0
"Mlodziak77","rapid","white",1,10,0,0
"Mlodziak77","rapid","white",1,11,0,0
"Mlodziak77","rapid","white",1,12,0,0
"Mlodziak77","rapid","white",1,13,0,0
"Mlodziak77","rapid","white",1,14,0,0
"Mlodziak77","rapid","white",1,15,0,0
"Mlodziak77","rapid","white",1,16,0,0
"Mlodziak77","rapid","white",1,17,0,0
"Mlodziak77","rapid","white",1,18,0,0
"Mlodziak77","rapid","white",1,19,0,0
"Mlodziak77","rapid","white",1,20,0,0
"Mlodziak77","rapid","white",1,21,0,0
"Mlodziak77","rapid","white",1,22,0,0
"Mlodziak77","rapid","white",1,23,0,0
"Mlodziak77","rapid","white",2,0,0,0
"Mlodziak77","rapid","white",2,1,0,0
"Mlodziak77","rapid","white",2,2,0,0
"Mlodziak77","rapid","white",2,3,0,0
"Mlodziak77","rapid","white",2,4,0,0
"Mlodziak77","rapid","white",2,5,0,0
"Mlodziak77","rapid","white",2,6,0,0
"Mlodziak77","rapid","white",2,7,0,0
"Mlodziak77","rapid","white",2,8,0,0
"Mlodziak77","rapid","white",2,9,0,0
"Mlodziak77","rapid","white",2,10,0,0
"Mlodziak77","rapid","white",2,11,0,0
"Mlodziak77","rapid","white",2,12,0,0
"Mlodziak77","rapid","white",2,13,0,0
"Mlodziak77","rapid","white",2,14,0,0
"Mlodziak77","rapid","white",2,15,0,0
"Mlodziak77","rapid","white",2,16,0,0
"Mlodziak77","rapid","white",2,17,0,0
"Mlodziak77","rapid","white",2,18,0,0
"Mlodziak77","rapid","white",2,19,0,0
"Mlodziak77","rapid","white",2,20,0,0
"Mlodziak77","rapid","white",2,21,0,0
"Mlodziak77","rapid","white",2,22,0,0
"Mlodziak77","rapid","white",2,23,0,0
"Mlodziak77","rapid","white",3,0,0,0
"Mlodziak77","rapid","white",3,1,0,0
"Mlodziak77","rapid","white",3,2,0,0
"Mlodziak77","rapid","white",3,3,0,0
"Mlodziak77","rapid","white",3,4,0,0
"Mlodziak77","rapid","white",3,5,0,0
"Mlodziak77","rapid","white",3,6,0,0
"Mlodziak77","rapid","white",3,7,0,0
"Mlodziak77","rapid","white",3,8,0,0
"Mlodziak77","rapid","white",3,9,0,0
"Mlodziak77","rapid","white",3,10,0,0
"Mlodziak77","rapid","white",3,11,0,0
"Mlodziak77","rapid","white",3,12,0,0
"Mlodziak77","rapid","white",3,13,0,0
"Mlodziak77","rapid","white",3,14,0,0
"Mlodziak77","rapid","white",3,15,0,0
"Mlodziak77","rapid","white",3,16,0,0
"Mlodziak77","rapid","white",3,17,0,0
"Mlodziak77","rapid","white",3,18,0,0
"Mlodziak77","rapid","white",3,19,0,0
"Mlodziak77","rapid","white",3,20,0,0
"Mlodziak77","rapid","white",3,21,0,0
"Mlodziak77","rapid","white",3,22,0,0
"Mlodziak77","rapid","white",3,23,0,0
"Mlodziak77","rapid","white",4,0,0,0
"Mlodziak77","rapid","white",4,1,0,0
"Mlodziak77","rapid","white",4,2,0,0
"Mlodziak77","rapid","white",4,3,0,0
"Mlodziak77","rapid","white",4,4,0,0
"Mlodziak77","rapid","white",4,5,0,0
"Mlodziak77","rapid","white",4,6,0,0
"Mlodziak77","rapid","white",4,7,0,0
"Mlodziak77","rapid","white",4,8,0,0
"Mlodziak77","rapid","white",4,9,0,0
"Mlodziak77","rapid","white",4,10,0,0
"Mlodziak77","rapid","white",4,11,0,0
"Mlodziak77","rapid","white",4,12,0,0
"Mlodziak77","rapid","white",4,13,0,0
"Mlodziak77","rapid","white",4,14,0,0
"Mlodziak77","rapid","white",4,15,0,0
"Mlodziak77","rapid","white",4,16,0,0
"Mlodziak77","rapid","white",4,17,0,0
"Mlodziak77","rapid","white",4,18,0,0
"Mlodziak77","rapid","white",4,19,0,0
"Mlodziak77","rapid","white",4,20,0,0
"Mlodziak77","rapid","white",4,21,0,0
"Mlodziak77","rapid","white",4,22,0,0
"Mlodziak77","rapid","white",4,23,0,0
"Mlodziak77","rapid","white",5,0,0,0
"Mlodziak77","rapid","white",5,1,0,0
"Mlodziak77","rapid","white",5,2,0,0
"Mlodziak77","rapid","white",5,3,0,0
"Mlodziak77","rapid","white",5,4,0,0
"Mlodziak77","rapid","white",5,5,0,0
"Mlodziak77","rapid","white",5,6,0,0
"Mlodziak77","rapid","white",5,7,0,0
"Mlodziak77","rapid","white",5,8,0,0
"Mlodziak77","rapid","white",5,9,0,0
"Mlodziak77","rapid","white",5,10,0,0
"Mlodziak77","rapid","white",5,11,0,0
"Mlodziak77","rapid","white",5,12,0,0
"Mlodziak77","rapid","white",5,13,0,0
"Mlodziak77","rapid","white",5,14,0,0
"Mlodziak77","rapid","white",5,15,0,0
"Mlodziak77","rapid","white",5,16,0,0
"Mlodziak77","rapid","white",5,17,0,0
"Mlodziak77","rapid","white",5,18,0,0
"Mlodziak77","rapid","white",5,19,0,0
"Mlodziak77","rapid","white",5,20,0,0
"Mlodziak77","rapid","white",5,21,0,0
"Mlodziak77","rapid","white",5,22,0,0
"Mlodziak77","rapid","white",5,23,0,0
"Mlodziak77","rapid","white",6,0,0,0
"Mlodziak77","rapid","white",6,1,0,0
"Mlodziak77","rapid","white",6,2,0,0
"Mlodziak77","rapid","white",6,3,0,0
"Mlodziak77","rapid","white",6,4,0,0
"Mlodziak77","rapid","white",6,5,0,0
"Mlodziak77","rapid","white",6,6,0,0
"Mlodziak77","rapid","white",6,7,0,0
"Mlodziak77","rapid","white",6,8,0,0
"Mlodziak77","rapid","white",6,9,0,0
"Mlodziak77","rapid","white",6,10,0,0
"Mlodziak77","rapid","white",6,11,0,0
"Mlodziak77","rapid","white",6,12,0,0
"Mlodziak77","rapid","white",6,13,0,0
"Mlodziak77","rapid","white",6,14,0,0
"Mlodziak77","rapid","white",6,15,0,0
"Mlodziak77","rapid","white",6,16,0,0
"Mlodziak77","rapid","white",6,17,0,0
"Mlodziak77","rapid","white",6,18,0,0
"Mlodziak77","rapid","white",6,19,0,0
"Mlodziak77","rapid","white",6,20,0,0
"Mlodziak77","rapid","white",6,21,0,0
"Mlodziak77","rapid","white",6,22,0,0
"Mlodziak77","rapid","white",6,23,0,0
"Mlodziak77","rapid","white",7,0,0,0
"Mlodziak77","rapid","white",7,1,0,0
"Mlodziak77","rapid","white",7,2,0,0
"Mlodziak77","rapid","white",7,3,0,0
"Mlodziak77","rapid","white",7,4,0,0
"Mlodziak77","rapid","white",7,5,0,0
"Mlodziak77","rapid","white",7,6,0,0
"Mlodziak77","rapid","white",7,7,0,0
"Mlodziak77","rapid","white",7,8,0,0
"Mlodziak77","rapid","white",7,9,0,0
"Mlodziak77","rapid","white",7,10,0,0
"Mlodziak77","rapid","white",7,11,0,0
"Mlodziak77","rapid","white",7,12,0,0
"Mlodziak77","rapid","white",7,13,0,0
"Mlodziak77","rapid","white",7,14,0,0
"Mlodziak77","rapid","white",7,15,0,0
"Mlodziak77","rapid","white",7,16,0,0
"Mlodziak77","rapid","white",7,17,0,0
"Mlodziak77","rapid","white",7,18,0,0
"Mlodziak77","rapid","white",7,19,0,0
"Mlodziak77","rapid","white",7,20,0,0
"Mlodziak77","rapid","white",7,21,0,0
"Mlodziak77","rapid","white",7,22,0,0
"Mlodziak77","rapid","white",7,23,0,0
"Mlodziak77","rapid","black",1,0,0,0
"Mlodziak77","rapid","black",1,1,0,0
"Mlodziak77","rapid","black",1,2,0,0
